,content,time,forward,comment,like,VIP,link
20,"【云南一导游逼游客购物：你有钱不购物 我鄙视你】家住绍兴60岁姨妈和一群老年玩友报了旅行团去云南旅游.为避免购物,他们挑选了一个纯玩团.但最后一天即将返程时,导游发话说七彩云南商场是政府规定旅行团必去的地方,要大家好好配合,并称:你有钱不购物,我鄙视你；你没钱不购物，我可怜你。新华网",18-4-20 13:38,0,0,0,0,0
21,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃草莓，特别是奶香的草莓，目前广西贵港已有23476个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买草莓吃。南阳·高新区管委会文明小区,18-4-13 23:30,1,9,2,0,1
22,【通缉：重庆持枪抢劫犯被证实与南京“爆头哥”系同一人】10日上午重庆沙坪坝发生一起持枪抢劫案，造成1死2伤。有人称该案与南京1月6日持枪抢劫杀人案系同一人，记者随后从江苏公安厅证实了这一消息，南京市公安局也并未否认。该嫌犯此前已身负7条人命。http:t.cn/h960a大家注意，小心杀人狂！,18-4-16 20:43,0,0,0,0,0
23,【法制湖南～脑浆崩裂】@杜芝富: 因征地拆迁补偿不公，湖南省长沙市岳麓区莲花镇华宝村村民何志华与副镇长理论时被打耳光，愤而躺在压路机前。副镇长下令开车，何被压泥车活活辗毙，当场脑浆四溅，惨不忍睹。事后，当局派出数百人抢尸，并逼死者家属签收封口费。​​​,18-4-16 06:20,0,0,0,0,1
24,【广州大米抽检超四成镉超标】据南方日报，广州食药监局昨公布了第一季度餐饮食品抽验结果，44.4%的大米及米制品抽检产品发现镉超标。镉污染对人类危害大，中毒者会出现全身骨质疏松严重，极易骨折等症状。这次共抽检大米18个批次，有8个批次不合格。市食药监局称，不便透露被检出镉超标大米的品牌。 [神奇女侠],18-4-17 01:52,0,0,0,0,0
25,昨日8时32分许，漳州市芗城区家芗0596小区某栋楼26楼楼顶发生一起跳楼事件，一名女子经抢救无效死亡。   ​​​,18-4-17 13:49,0,0,0,0,0
26,【厦门公交车起火爆炸已致47人死亡】昨天18点20分，厦门一辆公交车行驶中突然起火，目前已致47人死亡，38人受伤。公安机关现场勘察发现，助燃剂为汽油，而该公交使用的是柴油发动机，公安机关初步认定，这是一起严重刑事案件。为了保证高考顺利进行，今天厦门快速公交将正常运行。​​​,18-4-17 10:10,0,0,0,0,0
27,【贵州毕节中巴车坠河已致21死3伤】4月4日19时30分许，一辆准载19人的客车，从贵州省织金县行驶至纳雍县，行驶至纳雍县境内老凹坝乡时发生事故，事故导致21人遇难，3人受伤。http:t.cn/RAfedrY​​​,18-4-17 00:44,0,0,0,0,0
28,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。洛阳·栾川县城关镇,18-4-13 08:52,1,4,0,0,1
29,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己北京·狼各庄,18-4-11 10:43,0,0,0,0,1
30,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己潍坊·寒亭街区,18-4-12 06:32,0,0,0,0,1
31,【快讯：福建古雷PX项目再次爆炸】时隔不到2年，漳州古雷PX项目再次发生爆炸。方圆四五十公里内都有很强震感。目前消防及相关部门已赶赴现行救援，是否有人员伤员，目前情况还不是很了解。（泉州网）​​​,18-4-11 12:03,0,0,0,0,0
32,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己保定·万和城,18-4-11 12:31,0,5,4,0,1
33,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己重庆·龙驹镇,18-4-10 20:19,0,2,0,0,1
34,湛江市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己遵义·上海路,18-4-10 15:37,0,2,0,0,1
35,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己东台·东台镇,18-4-10 15:13,0,2,1,0,1
36,湛江市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-4-10 14:01,0,3,0,0,0
37,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-4-10 08:33,0,2,0,0,0
38,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-4-10 06:24,0,2,0,0,0
39,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-4-9 21:39,0,0,0,0,0
40,山西省太原市政府医院：昨天凌晨二点二十三分，十三名男女生感染h7n9病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是山西的西瓜，山西已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转，不用回复，帮别人等于帮自己！武汉·关山街区,18-4-10 20:13,0,9,2,1,1
41,澜沧人民医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-4-2 22:43,0,5,3,0,0
42,哎，好可怜，一个小区的小朋友，两个月前被自家狗咬了，大人说自家的狗，没有狂犬病毒，就没有打狂犬疫苗，昨天还好好的，今天就发病了。大家要注意点，春季是猫猫狗狗的发情期，看见流浪狗流浪猫，就离远点，注意安全，希望不要再发生这样的悲剧了学霸白猫的秒拍视频​​​,18-3-6 22:21,0,0,2,0,1
43,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-4-9 15:28,0,0,0,0,0
44,现实地狱，恶业成熟了。太可怕了！中国旅游团到美国参观一火山口，一名女游客不顾管理人员的阻拦，来到火山喷发的地方拍照，脚下一滑掉入火山熔岩流淌的岩浆中。沙子海洋小鱼的秒拍视频​​​,18-3-31 14:13,1,6,8,0,1
45,中国旅游团到美国参观一火山口，一名女游客不顾管理人员的阻拦，来到火山喷发的地方拍照，脚下一滑掉入火山熔岩流淌的岩浆中，顿时化作一缕青烟。一定会有那么几的秒拍视频​​​,18-3-27 18:04,0,0,0,0,1
46,#不作死不会死#中国旅游团到美国参观一火山口，一名女游客不顾管理人员的阻拦，来到火山喷发的地方拍照，脚下一滑掉入火山熔岩流淌的岩浆中，顿时化作一缕青烟。一切都消停了！待蝶化美人的秒拍视频​​​,18-3-28 08:40,12,17,71,0,1
47,中国旅游团到美国参观一火山口，一名女游客不顾管理人员的阻拦，来到火山喷发的地方拍照，脚下一滑掉入火山熔岩流淌的岩浆中，顿时化作一缕青烟。深海的早晨的秒拍视频​​​,18-3-27 11:15,0,8,11,0,1
48,注意了，武汉江夏洪山附近人贩子当街抢人，三个女大学生被拉上面包车，女孩子以后晚上还是不要出门了，出门带刀保护自己，不要给人贩子机会用户5231408953的秒拍视频​​​,18-3-28 00:00,2,3,1,0,1
49,世风日下，人心不古！大街上抢人Mr_霆的秒拍视频​​​,18-3-28 09:41,1,5,0,0,1
50,昨天甘肃省甘谷县第六中学生打死人事件乜调查出结果，五个学生参与打人，其中一个是太伏镇镇长儿子，政府和学校要求私了，一家出二十万，但死者家不答应，要求严肃处理刑事责任，还一个和谐社会据知情人士透露，该学生为人老实懂事，常被该校校霸欺负并索要钱财，且据在校学生透露，该校在事发的前两天都有学生打架闹事，但学校要求学生不得对外公布消息，这次也是学校校霸向该学生索要钱财并对其进行殴打，使得该学生手脚断裂、肋骨粉碎性骨折、且背部全是条状硬物殴打伤痕，况且学校等相关部门在事发后长时间未通知家长，在将出事学生准备送至殡仪馆时才告知家长，并不让家长与其相见，也没人对家属进行安抚，致使事件进一步扩大。由此可见该校的安全管理工作和各种隐瞒行为的确值得大家深思。希望逝者安息，事件能得到圆满解决！可怜的弟弟你妈妈不要那100万 ，他只要你健健康康的出现她面前，手脚皆被打断，满身的钢筋印，一身的伤痕 再被扔下5楼，我们无法想象他当时经历了什么？是如何的绝望，他到底犯了什么错？就是因为没有交保护费吗？校方和警方把弟弟拉到殡仪馆，拒绝家属见弟弟，还把爷爷奶奶扣押起来，我那可怜的同事现在才见到满身的伤痕的儿子[流泪][流泪]校方对外宣布是一场意外，到底什么意外从5楼掉下没有一点血迹？5个凶手1人出20万就想把这件事情抹点吗？然后继续逍遥法外吗？希望各位伸出援手 ，帮助这位可怜的妈妈不要点赞，谁要是看到了转发到(每个群里)，不会转发的另外，会转发的一定要转，我终生感谢你们转发，谢谢大家了！🙏🙏,18-3-23 08:05,0,1,0,0,0
51,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-3-22 02:09,0,1,0,0,0
52,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-3-22 12:09,0,1,1,0,0
53,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-3-19 23:42,0,2,0,0,0
54,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜 ​​​ ...展开,18-3-19 08:08,0,1,0,0,0
55,某名山寺庙女尼姑结婚，前来捧场的众师姐妹打扮艳丽，场面惊人。令人有目不暇接之感，更使人惊诧，，，，快乐驿站快乐V的秒拍视频​​​,18-3-10 22:44,1,1,5,0,1
56,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己黔西南·高棉乡,18-3-21 22:15,0,1,0,0,1
57,这是真的吗？韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。  ​​​,18-3-21 23:24,0,1,0,0,0
58,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己,18-3-20 01:22,0,3,0,0,0
59,一男子闯入午托居民屋刀砍16名儿童致3死13伤，广西平南 ​​​,18-3-16 04:26,0,0,0,0,0
60,广西平南。一男子闯入午托居民屋刀砍16名儿童致3死13伤  ​​​,18-3-15 21:42,0,0,0,0,0
61,广西平南。一男子闯入午托居民屋刀砍16名儿童致3死13伤 ​​​,18-3-16 04:03,0,0,0,0,0
62,然后就这样子；每个时刻都有人与自己邂逅。广西平南！同行；人生路那么长、慢慢的成长了吧，感激他们丰富了生命，离开；一男子闯入午托居民屋刀砍16名儿童致3死13伤 ​​​,18-3-15 15:04,0,0,0,0,0
63,可怜的孩子，只因自己基本宠物狗咬伤，以为没事，没有打狂犬疫苗，@劲爆新资讯社会百态短视频的秒拍视频​​​,18-3-6 15:26,2,3,0,0,1
64,以前只听说狂犬病，现在有真人版了 有没有被吓尿网页链接（上#秒拍#看我的最新短视频，下载秒拍->网页链接） ​​​,18-3-2 23:37,1,2,0,0,1
65,#狂犬病疫苗##阿猫阿狗#被猫狗咬了，赶快去打疫苗，不然狂犬病发作真的没办法巅峰笑料的秒拍视频（上#秒拍#看我的最新短视频，下载秒拍->网页链接） ​​​,18-3-9 14:54,3,53,32,0,1
66,各位，有家长反映:今天中午放学时，有学生遇到开小车的向小学生问路 ，并拿出100元感谢费  ，让小孩上车带路 。 请各位家长教育孩子注意安全   ，千万不要上车 ，防止被骗。 确记！！！    据反映：今天新田县也碰到这种情况，估计这伙人最近在乡下活动，大家警惕!!!大家转出去！ 昨天被偷了三个孩子，道县也丢了两个孩子～有一个陌生人刚把孩子迷晕，幸好被人及时发现，偷孩子的两个人被抓了起来，现关在永州市公安局。根据他们交代，这一次他们这个团伙派了一百多人，专偷七岁以上的孩子，可能是要人体器官，比如肾脏什么的。今天华县偷了5个孩子，最小4岁，最大12岁，现已全城戒严。在微信圈发一下，提醒各位父母，孩子贪玩，时时关注玩耍去向。莫一时大意，丢了孩子。请看管好自己的宝贝儿！ 昨天晚饭时，韶关一妇女一个1岁多的小孩被3疑犯抢走 注意了粤Gv83020奥迪车，在各学校门口抢小孩！！！110已经证实！！全县通缉！！不求点赞只求扩散！古城抢孩子的也是真的，那的朋友说的紧急通知：请大家注意：家里有孩子的 大人都要看好，来了100多个外地人 ，现已经到了 广东湖南地区专门偷抢小孩的，已丢了20多个，解剖了7个小孩的胸部，拿走器官。凡是在街上转来转去的陌生人，开面包车，收粮食的车，收旧家电的，带黑口罩的人，穿黑裤子的人，说不完整本县话的人，其中里面还有一些年轻妇女，若有问路，脚步千万别停下，不要理答他们。，收到的人都要传下，这是事实！让更多的人知道，转一次可能就能拯救几个孩子的生命。这是学校的老师发过来的，群多的都转一下！生命可贵！太可怕了。为了孩子转发吧！！罗定·罗镜镇,18-3-14 20:33,0,0,0,0,1
67,可怜小孩被狗咬，没有打疫苗的结果！wl王老三的秒拍视频（上#秒拍#看我的最新短视频，下载秒拍->网页链接） ​​​,18-3-7 13:07,2,9,4,0,1
68,#广元爆料#两个月前被家里的狗抓到出血，他爷爷想着自家狗没病毒没事的就没去打预防针，这两天学校开学就开始发作了，学狗叫，以后只能绑住关在房子里养了，直到死去。真的很心酸。所以大家有养狗养猫的人希望看到这个视频提高警惕。一个人没有常识真的很可怕。（这是别人发的，也希望大家引起注意。）广元·嘉陵街区你占据我心中全部的秒拍视频,18-3-8 09:04,1,19,7,0,1
0,现在很多家庭，都喜欢养狗，还无时无刻的把手放在小狗的嘴边逗狗玩，据说这孩子两个月前被自家养的狗咬了一下，一直没在意，昨天还好好的，今天上学就发作了sunstar的信的秒拍视频​​​,18-3-5 20:02,0,4,4,0,1
1,突然看到这个视频，说孩子被狗咬，没打疫苗得了狂犬病，也不知道到底是怎么回事，真心疼孩子。用户6471604655的秒拍视频​​​,18-3-6 16:58,1,1,0,0,1
2,大家都帮忙转转，看看这个黑心的厂家，八宝粥全是用海绵做的，该不该投诉他们网页链接​​​,18-3-1 19:04,0,0,0,0,1
3,107岁邵逸夫先生出殡...一个赚够了中国人钱的外国人乔布斯去世的时候，我们铺天卷地的刷屏，而邵逸夫去世，却没人悼念，2008年汶川地震，他捐了1亿多，我们有千百个教学楼叫做“逸夫楼”，多少医院有“逸夫门诊楼＂，老人一生捐赠了千百亿医疗和教育设施。逸夫老先生，一路走好！ ​​​转发致敬！ ​​​,18-3-10 09:04,145,27,79,0,0
4,这个孩子两个月前被家里的狗抓到出血，他爷爷想着自家狗没病毒没事的就没去打预防针，这两天学校开学就开始发作了，学狗叫，以后只能绑住关在房子里养了，直到死去。真的很心酸。所以大家有养狗养猫的人希望看到这个视频提高警惕。一个人没有常识真的很可怕。(请爱狗养狗的邻居们一定要重视)看了很心酸，保护好孩子，注意！注意！！警惕！！！貓妞-畫皮为訞的秒拍视频,18-3-8 12:50,1,0,0,0,1
5,这个小孩被自己家地小狗给抓伤了，他爷爷想自己家的狗干净就没有给他打预防针，等到开学的时候这孩子就慢慢发生了变化，一直学狗叫 可怜这孩子要一直关起来养了。呼吁大家为了自己的孩子，自己养的宠物猫狗要定期去修剪洗澡打疫苗。#宠物#文弱书生_浩然的秒拍视频​​​,18-3-7 10:42,0,8,0,1,1
6,一男子闯入午托居民屋刀砍16名儿童致3死13伤；广西平南 ​​​,18-3-8 00:41,0,0,0,0,0
7,广西平南；一男子闯入午托居民屋刀砍16名儿童致3死13伤、灿烂绽放的鲜花印花给人朝气蓬勃的感觉、A字裙摆恰到好处地掩盖臀部赘肉；高腰设计裹出纤腰  ​​​,18-3-7 03:41,0,0,0,0,0
8,广西平南：一男子闯入午托居民屋刀砍16名儿童致3死13伤  ​​​,18-3-7 03:41,0,0,0,0,0
9,你就给它系成个花样儿……结如果真的打不开，其实生活就是这样：广西平南……一男子闯入午托居民屋刀砍16名儿童致3死13伤 ​​​,18-3-7 01:37,0,0,0,0,0
10,//分享网易新闻:《河北曹妃甸：渔民反映冀东油田泄漏事件 是“刁民”讹诈还是当地政府不作为》河北曹妃甸：渔民反映冀东油田泄漏事件 是“刁民”讹诈还是当地政府不作为@网易新闻客户端#网易新闻#​​​,18-3-1 11:21,0,0,0,0,1
11,分享网易新闻 《河北曹妃甸：渔民反映冀东油田泄漏事件 是“刁民”讹诈还是当地政府不作为》河北曹妃甸：渔民反映冀东油田泄漏事件 是“刁民”讹诈还是当地政府不作为来自@网易新闻客户端#网易新闻#​​​,18-3-1 10:49,0,0,0,0,1
12,河北曹妃甸: 渔民反映冀东油田泄漏事件 是“刁民”讹诈还是当地政府不作为网页链接​​​,18-3-1 18:52,0,0,1,0,1
13,安徽省亳州市涡阳县城东镇，时间2018年3月1日16点30左右，一幼儿院校车回家途中与，（本地人）开着一辆江苏苏州车牌SUV发生事故，校车为了避让不急！撞到桥上护栏，掉入河里，驾驶员当场死亡，犹豫河水过深，一名女性老师和两名幼儿溺亡，一名幼儿获救！SUV酒驾速度过快，也掉入河里全部身亡！导致校车（一个驾驶员，两个幼儿，一名女性老师死亡）一名幼儿获救！事故导致8人死亡，一个获救！开学第一天，让人太痛心等待消息发布……,18-3-1 22:20,4,3,5,0,0
14,安徽省亳州市涡阳县城东镇，时间2018年3月1日16点30左右，一幼儿院校车回家途中与，（本地人）开着一辆江苏苏州车牌SUV发生事故，校车为了避让不急！撞到桥上护栏，掉入河里，驾驶员当场死亡，犹豫河水过深，一名女性老师和两名幼儿溺亡，一名幼儿获救！SUV酒驾速度过快，也掉入河里全部身亡！导致校车（一个驾驶员，两个幼儿，一名女性老师死亡）一名幼儿获救！事故导致8人死亡，一个获救！开学第一天，让人太痛心军事爆料圈的秒拍视频,18-3-1 22:11,26,16,17,0,1
15,令人痛心的，做父母的一定要看看：今年8月，3岁的涵涵（化名）被送到浙江萧山医院眼科急诊。一把工具剪深深刺入涵涵左侧面颊，孩子脸上、脖子上有很多血渍。涵涵的奶奶告诉接诊医生，午饭后，涵涵跟着爸爸去工作场所玩耍，拿着一把剪线头的工具剪刀奔跑，一不小心摔倒在地，正巧剪刀刺入了孩子左侧面颊，孩子一下子哭得撕心裂肺。,18-2-28 08:00,22,28,114,1,0
16,#同学聚会#有网友爆料称，张家口市东升大酒店同学聚会，因有钱的吹牛看不起沒钱的，结果被没钱同学杀了三名有钱有权的同学，真是“没有对比就没有伤害”呀😱#张家口同学聚会#网页链接​​​,18-2-27 22:38,1,3,2,0,1
17,网传山东潍坊做的海绵八宝粥，@潍坊公安@潍坊工商快把咱潍坊的害群之马揪出来！@爆料潍坊一雪的秒拍视频​​​,18-2-27 09:49,0,12,4,1,1
18,红喇叭报道：大家看一下桂圆莲子八宝粥！这是什么东西，全是海绵。(本视频资料来自《中国红喇叭劳动服务公》招聘职工微信群)红喇叭创始人的秒拍视频​​​,18-2-25 09:08,0,17,3,0,1
19,必须曝光，这八宝粥大家一定要小心食用，小心中毒造型师-鹏的秒拍视频​​​,18-2-25 16:46,0,3,2,0,1
20,中国人每天吃的都是什么？ 八宝粥里面装的海绵，山东@洲洁润品牌 桂圆莲子八宝粥，食品监督 都是什么玩意？ 这种厂家为什么会活下去？@人民日报网页链接​​​,18-2-26 13:07,2,1,23,0,1
21,河南人来成都抢小孩了龙堂纹身馆-王全的秒拍视频​​​,17-12-26 23:04,0,5,0,0,1
22,看看这粉丝还敢吃吗？龙口粉丝-落塵v的秒拍视频​​​,18-2-11 08:41,26,366,137,0,1
23,#视频大厅#​​​,18-2-13 13:34,46,26,14,1,1
0,上海·美兰湖帮转  在美兰湖的请帮帮忙本人：曹艳，电话137 6261 2323  今天上午的2岁女儿在罗店大润发附近被人拐走了，女儿能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现我们家老太太都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张明均如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你必有重谢  50万元整  谁的群多大家帮忙转发一下！好人一生平安。发挥正能量救救孩子吧！求转！！！上海·美兰湖,18-1-26 13:30,0,5,2,0,1
1,山东东营港爆炸天津当年的滨海港损失就惨重，恐怕东营也如此网页链接​​​,18-1-23 22:49,1,7,8,0,1
2,坐标:吉林市请帮忙，求转本人：曹艳，电话137 6261 2323  今天上午的2岁女儿在大润发附近被人拐走了，女儿能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现我们家老太太都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张明均如果看一眼懒得转的冷漠人也请​​​ ...展开,18-1-7 20:46,0,0,0,0,0
3,#吉林爆料#坐标:吉林市请帮忙，求转本人：曹艳，电话137 6261 2323  今天上午的2岁女儿在大润发附近被人拐走了，女儿能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现我们家老太太都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张明均如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你吉林·解放北路,18-1-7 20:47,0,0,0,0,1
0,​​​,18-1-9 15:44,0,3,0,1,0
1,湛江市一男子吃了疯狗煲的狗肉火锅，幾天后就成这样了！目前沒有治療方法，吃狗肉的朋友们好好看看。生命誠可貴！！！你们还敢吃吗请转发如儿心语的秒拍视频​​​,17-12-12 09:50,0,4,4,0,1
2,快看！！！今天河南高速历史最惨车祸！罗真大象的秒拍视频​​​,18-1-4 23:22,2,25,7,0,1
3,#阿林视界##阿林晨语#据说，湛江市一男子吃了疯狗煲的狗肉火锅，吃了就成这样了……。提醒：爱吃狗肉的朋友们，要留个心眼了。呼吁：保护动物，尊重生命！阿林哥有话说的秒拍视频​​​,17-12-11 07:33,14,17,45,1,1
4,年关将近，很多不法分子，已经开始活动，今天在在四川省，泸州市，古蔺县，桑木村，抓住四个河南人，偷小孩，残忍的手法，让人心里发麻，小编就不多说了，看看视频就知道了温馨提示：请大家看好自家小孩，不要让不法分子有机可乘……  ​​​,17-12-27 11:39,7,33,11,0,0
0,吉林省松原市深井子镇，狐狸养殖场老板和老婆去打麻将了，两个孩子饿了自己在家做饭 ，煤气罐爆炸 ，两个孩子都被炸死了 ，现场哭得嘶声力竭，他们家后院堆积的都是他们活活扒过皮的狐狸尸体……本人点评：狐狸也属灵性动物，千万别伤害它们，别以为自己没事就继续残暴它们，请为自己的子孙后代积福，报应也分几种：现世报和隔代报，孩子是无辜的，祈祷他们在天堂过的幸福，但愿天堂里没有杀戮！网页链接,17-12-13 00:11,1,5,7,1,1
